,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.16421451568603515,0.23435071947024821,0.009604310989379883,0.001136258320926565,4,0.28317799131900695,66,"OrderedDict([('max_depth', 4), ('max_features', 0.28317799131900695), ('n_estimators', 66)])",-0.41756248578345573,-0.41764935364450334,-0.49135987988091295,-0.3654915613275263,-0.5322296567248135,-0.4448585874722424,0.059296911133662714,17
1,0.09137110710144043,0.007691837166147555,0.02528538703918457,0.0025478585614284394,3,0.6767046880272642,144,"OrderedDict([('max_depth', 3), ('max_features', 0.6767046880272642), ('n_estimators', 144)])",-0.4413469370767669,-0.4366282551671074,-0.4735046399274676,-0.37413186108366764,-0.5135881695470557,-0.4478399725604131,0.046004887506054144,18
2,0.057337379455566405,0.004299640739071166,0.011114883422851562,0.002112516897667563,4,0.7256307627637708,88,"OrderedDict([('max_depth', 4), ('max_features', 0.7256307627637708), ('n_estimators', 88)])",-0.4182244121459428,-0.4157387186354189,-0.4617677434388144,-0.36276343396913724,-0.48912029005642627,-0.4295229196491479,0.043280629889906636,12
3,0.08180427551269531,0.004430241161565068,0.01950554847717285,0.0007410229462261912,5,0.5299580881338504,138,"OrderedDict([('max_depth', 5), ('max_features', 0.5299580881338504), ('n_estimators', 138)])",-0.40781723323491187,-0.4081093284999256,-0.45041961508455125,-0.3500755714813511,-0.4927252809175529,-0.4218294058436586,0.04770077445107163,2
4,0.06110539436340332,0.007349765250933812,0.013445281982421875,0.003014162674006885,3,0.27317949397928276,102,"OrderedDict([('max_depth', 3), ('max_features', 0.27317949397928276), ('n_estimators', 102)])",-0.43793105840316865,-0.43531447351546304,-0.506221117907601,-0.37462401290823905,-0.5521607318071925,-0.46125027890833287,0.0616565467960024,20
5,0.07242622375488281,0.005289545748682686,0.025223779678344726,0.011205220058490332,3,0.3816900977702603,127,"OrderedDict([('max_depth', 3), ('max_features', 0.3816900977702603), ('n_estimators', 127)])",-0.4400500940748327,-0.43344797725283396,-0.493829610874376,-0.37130858541598205,-0.5381028086177311,-0.4553478152471511,0.05675465240897812,19
6,0.07394227981567383,0.006048658354771264,0.017743873596191406,0.003034104808537204,4,0.7904918715197171,126,"OrderedDict([('max_depth', 4), ('max_features', 0.7904918715197171), ('n_estimators', 126)])",-0.4028340118431506,-0.41980260265047037,-0.4602621004217989,-0.3574984611439354,-0.49492474126628594,-0.4270643834651282,0.0472998488157708,9
7,0.05662622451782227,0.0023588622365055445,0.012476158142089844,0.0009012195723358235,4,0.47085924982583227,91,"OrderedDict([('max_depth', 4), ('max_features', 0.47085924982583227), ('n_estimators', 91)])",-0.41907809884360775,-0.4171505518416065,-0.46943685399178053,-0.3590017215325359,-0.49981779497889506,-0.4328970042376851,0.048400368942616616,14
8,0.05969481468200684,0.002447609867980943,0.015019798278808593,0.0008223725098472667,3,0.22405993400675644,88,"OrderedDict([('max_depth', 3), ('max_features', 0.22405993400675644), ('n_estimators', 88)])",-0.44800055614348117,-0.44732859929965585,-0.5302003860147863,-0.38867446441078535,-0.6014908419764669,-0.4831389695690351,0.07438087936010652,21
9,0.05439324378967285,0.005415168144336211,0.01090545654296875,0.0016369999610384956,4,0.31232705521008347,85,"OrderedDict([('max_depth', 4), ('max_features', 0.31232705521008347), ('n_estimators', 85)])",-0.414989376758708,-0.41555514114995346,-0.48673638003970626,-0.3627816022162162,-0.523492311227801,-0.44071096227847695,0.05716378446530632,15
10,0.04110422134399414,0.005930414873459921,0.007361221313476563,0.0009271213352405798,5,0.8,64,"OrderedDict([('max_depth', 5), ('max_features', 0.8), ('n_estimators', 64)])",-0.41378606183719574,-0.4096233014926463,-0.4552041245308199,-0.34750213928313917,-0.4944216481061266,-0.4241074550499856,0.04918492627584264,8
11,0.08403635025024414,0.011049600511407562,0.019414520263671874,0.0021044702130560153,5,0.2,132,"OrderedDict([('max_depth', 5), ('max_features', 0.2), ('n_estimators', 132)])",-0.4160862638271494,-0.42096810439951565,-0.48964170727720585,-0.35881535297867845,-0.5264326496321704,-0.44238881562294396,0.05904472298741053,16
12,0.08895058631896972,0.02170873264192093,0.01925668716430664,0.0037673417401099915,5,0.8,135,"OrderedDict([('max_depth', 5), ('max_features', 0.8), ('n_estimators', 135)])",-0.40525365558462895,-0.41052594029536776,-0.4544332982646184,-0.3503539662849476,-0.49186710552223173,-0.42248679319035887,0.04791115668987253,7
13,0.03841252326965332,0.0047408989557152,0.0073757171630859375,0.0013448042762136349,5,0.6045823263280391,50,"OrderedDict([('max_depth', 5), ('max_features', 0.6045823263280391), ('n_estimators', 50)])",-0.4128451447345373,-0.41217996068052604,-0.4534661247244844,-0.36432786211438123,-0.4962862313028961,-0.42782106471136505,0.04437444586687276,10
14,0.09107871055603027,0.00843626126704363,0.019312381744384766,0.003527312429067119,5,0.8,150,"OrderedDict([('max_depth', 5), ('max_features', 0.8), ('n_estimators', 150)])",-0.4045152317536047,-0.40842393323562715,-0.4551199314795478,-0.35101591180518993,-0.4910673150817732,-0.4220284646711486,0.047740941148864666,5
15,0.086181640625,0.006981266872072694,0.019394826889038087,0.004912730798321988,5,0.7996276930999628,144,"OrderedDict([('max_depth', 5), ('max_features', 0.7996276930999628), ('n_estimators', 144)])",-0.4054468644913067,-0.4086024704504642,-0.45479845114798234,-0.35038507088493814,-0.49069181664618927,-0.42198493472417614,0.047700107132799555,4
