,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.16890301704406738,0.22746189536278852,0.013887357711791993,0.0010131754586707553,3,0.314125363992566,72,"{'max_depth': 3, 'max_features': 0.314125363992566, 'n_estimators': 72}",0.7414469314639479,0.6959960877804267,0.5989380649931109,0.5253279242731574,0.6610508873564966,0.6445519791734279,0.07563378411093312,18
1,0.06419873237609863,0.0032124193834532954,0.01765923500061035,0.0015744711926063452,3,0.7846686663180145,88,"{'max_depth': 3, 'max_features': 0.7846686663180145, 'n_estimators': 88}",0.7583330806370642,0.6614216701173223,0.6649240408951841,0.4847451700323455,0.6665836568275593,0.647201523701895,0.08903286703087133,17
2,0.056516265869140624,0.005327750644664365,0.012082099914550781,0.0026520008183808516,3,0.49093557029321433,80,"{'max_depth': 3, 'max_features': 0.49093557029321433, 'n_estimators': 80}",0.7623798965262379,0.6709861060226023,0.6711906109664515,0.4974457215836526,0.6582827171062465,0.6520570104410381,0.08583583702439582,12
3,0.06150631904602051,0.0024932948646588034,0.01614203453063965,0.0016362695716178085,3,0.2989845541137979,97,"{'max_depth': 3, 'max_features': 0.2989845541137979, 'n_estimators': 97}",0.7481980385206192,0.7504011387163562,0.5991003887555612,0.5184397163120568,0.6610508873564966,0.6554380339322179,0.08899031760798622,9
4,0.059326887130737305,0.005621249632910739,0.0176849365234375,0.002383991810536787,4,0.704725128844631,87,"{'max_depth': 4, 'max_features': 0.704725128844631, 'n_estimators': 87}",0.7792114695340503,0.6939783047764269,0.6772882308093576,0.502748106196382,0.644779362996204,0.6596010948624842,0.09013746486067507,6
5,0.04801120758056641,0.0030523153093857665,0.01708683967590332,0.012779974647950608,4,0.8820104034966376,57,"{'max_depth': 4, 'max_features': 0.8820104034966376, 'n_estimators': 57}",0.7705419304297285,0.6678764454499748,0.6772882308093576,0.4933729982910311,0.6390841745838635,0.6496327559127911,0.08971629774139722,14
6,0.07963948249816895,0.003448014286371863,0.02551236152648926,0.0029740835948270797,4,0.6641630081567773,125,"{'max_depth': 4, 'max_features': 0.6641630081567773, 'n_estimators': 125}",0.7657777777777778,0.7069638073369416,0.7230695108984583,0.49960808535356876,0.6735911664243757,0.6738020695582245,0.09201097884973282,4
7,0.06805891990661621,0.005854571340109384,0.017196464538574218,0.0035370130981306268,3,0.4934074721399446,107,"{'max_depth': 3, 'max_features': 0.4934074721399446, 'n_estimators': 107}",0.7623798965262379,0.6876529559192098,0.6581276220313654,0.4917874396135265,0.6582827171062465,0.6516461262393173,0.08854299913749639,13
8,0.04645109176635742,0.004271123942473288,0.013128948211669923,0.0015434598070590041,5,0.5781595755271471,65,"{'max_depth': 5, 'max_features': 0.5781595755271471, 'n_estimators': 65}",0.7836703271821578,0.707007178705292,0.6767195767195767,0.4992967311094721,0.6273638642059695,0.6588115355844936,0.09451683942471639,7
9,0.08397655487060547,0.0040943775885875925,0.02646937370300293,0.0038754944788129617,4,0.7220869907766374,136,"{'max_depth': 4, 'max_features': 0.7220869907766374, 'n_estimators': 136}",0.7705419304297285,0.6805728805728806,0.6772882308093576,0.47446327683615813,0.644779362996204,0.6495291363288658,0.09700411664026903,15
10,0.09020762443542481,0.003973558689685628,0.025179958343505858,0.00492230541698341,4,0.8322611317307709,143,"{'max_depth': 4, 'max_features': 0.8322611317307709, 'n_estimators': 143}",0.7705419304297285,0.6825618825618825,0.6710906089410762,0.47446327683615813,0.644779362996204,0.6486874123530099,0.09681655723209151,16
11,0.07495126724243165,0.0031027402292022597,0.025373125076293947,0.0014997820548369703,5,0.7779253807270476,118,"{'max_depth': 5, 'max_features': 0.7779253807270476, 'n_estimators': 118}",0.8290208016235413,0.6895444535057343,0.6529166666666667,0.48877170325728225,0.6273638642059695,0.6575234978518387,0.10940261548615507,8
12,0.07134160995483399,0.009291066197278857,0.017313575744628905,0.004558316541325355,4,0.7133531349155433,107,"{'max_depth': 4, 'max_features': 0.7133531349155433, 'n_estimators': 107}",0.7722870272180983,0.6874044785259739,0.6834761568706523,0.4802193398713486,0.644779362996204,0.6536332730964555,0.09618792996623576,11
13,0.0690298080444336,0.004566132884981213,0.017877817153930664,0.001663716975476113,3,0.9495998049254109,105,"{'max_depth': 3, 'max_features': 0.9495998049254109, 'n_estimators': 105}",0.7583330806370642,0.6624055037195695,0.6436261843238588,0.47258540811528976,0.6392090620031797,0.6352318477597924,0.09212216732431569,19
14,0.09288887977600098,0.0017200603085906127,0.026452922821044923,0.005826360300016807,4,0.26746715820490075,142,"{'max_depth': 4, 'max_features': 0.26746715820490075, 'n_estimators': 142}",0.7829514658782951,0.724199843871975,0.6798219009237331,0.5087643395607997,0.6735911664243757,0.6738657433318357,0.09135342497528187,3
15,0.0424750804901123,0.0045068007163570276,0.012308406829833984,0.0011303363271648998,3,0.9124567626463165,52,"{'max_depth': 3, 'max_features': 0.9124567626463165, 'n_estimators': 52}",0.7118758434547908,0.6624055037195695,0.6610352017698055,0.4294872650428206,0.6392090620031797,0.6208025751980332,0.09857398718697778,20
16,0.06599283218383789,0.0020944338396492296,0.018700599670410156,0.0028007803860221757,5,0.6866953574817167,94,"{'max_depth': 5, 'max_features': 0.6866953574817167, 'n_estimators': 94}",0.8236900525036117,0.6810475708502023,0.646382809577254,0.4950980392156863,0.6273638642059695,0.6547164672705448,0.10539549975392724,10
