,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.07296056747436523,0.013217286818841354,0.0016878128051757812,8.741016908996414e-05,0.9075008598780521,5,104,"{'colsample_bytree': 0.9075008598780521, 'max_depth': 5, 'n_estimators': 104}",0.5272727272727272,0.3404255319148936,0.4220183486238532,0.4444444444444445,0.46464646464646464,0.4397615033804766,0.0607977965210361,15
1,0.028556394577026366,0.000268385302704983,0.0015325546264648438,1.4702522002836136e-05,0.8098840723252883,4,54,"{'colsample_bytree': 0.8098840723252883, 'max_depth': 4, 'n_estimators': 54}",0.4672897196261682,0.3368421052631579,0.4271844660194175,0.46464646464646464,0.425531914893617,0.4242989340897651,0.04719041069464642,22
2,0.02937479019165039,0.00020268021604676314,0.0015644073486328126,2.402691547001713e-05,0.21859559573787,4,92,"{'colsample_bytree': 0.21859559573787, 'max_depth': 4, 'n_estimators': 92}",0.5283018867924528,0.3870967741935483,0.4672897196261682,0.41758241758241765,0.3820224719101123,0.4364586540209399,0.055030790321884765,18
3,0.04995040893554688,0.00039082925548781676,0.001585674285888672,1.672835548746509e-05,0.37869442480199256,5,107,"{'colsample_bytree': 0.37869442480199256, 'max_depth': 5, 'n_estimators': 107}",0.5225225225225225,0.391304347826087,0.45454545454545453,0.5200000000000001,0.3870967741935484,0.4550938198175225,0.05908034838991066,9
4,0.0325047492980957,0.00020270983031620837,0.0015386104583740234,1.0155176228605407e-05,0.6719186016253721,3,89,"{'colsample_bytree': 0.6719186016253721, 'max_depth': 3, 'n_estimators': 89}",0.4821428571428571,0.3673469387755102,0.4380952380952381,0.5252525252525253,0.5050505050505051,0.4635776128633272,0.056175008605179856,5
5,0.029753971099853515,0.00020014403458075154,0.0015156269073486328,9.112456654046061e-06,0.3426058782811542,3,102,"{'colsample_bytree': 0.3426058782811542, 'max_depth': 3, 'n_estimators': 102}",0.4339622641509434,0.39999999999999997,0.43636363636363634,0.4516129032258064,0.42105263157894735,0.42859828706386666,0.017283196444546668,21
6,0.021958112716674805,0.00010097537708981669,0.001475048065185547,8.28572311650163e-06,0.40958620212914654,3,68,"{'colsample_bytree': 0.40958620212914654, 'max_depth': 3, 'n_estimators': 68}",0.45283018867924524,0.39583333333333337,0.46846846846846857,0.4222222222222222,0.44210526315789467,0.4362918951722328,0.02520909832398275,19
7,0.05411925315856934,0.00028321115095999126,0.0015962600708007812,1.3591448373043228e-05,0.4068195580955034,5,114,"{'colsample_bytree': 0.4068195580955034, 'max_depth': 5, 'n_estimators': 114}",0.5045045045045046,0.3695652173913043,0.4905660377358491,0.47058823529411764,0.39583333333333337,0.4462114656518218,0.0536138730739407,12
8,0.04244070053100586,0.00028736374441277936,0.0015637874603271484,8.22734119746168e-06,0.6443858695482148,3,121,"{'colsample_bytree': 0.6443858695482148, 'max_depth': 3, 'n_estimators': 121}",0.4727272727272727,0.39583333333333337,0.4485981308411215,0.41666666666666663,0.4693877551020407,0.44064263173408696,0.030005720771961012,14
9,0.0673337459564209,0.0005641394984704389,0.0016570568084716796,4.557660344621737e-05,0.6777287636445266,4,147,"{'colsample_bytree': 0.6777287636445266, 'max_depth': 4, 'n_estimators': 147}",0.5,0.3829787234042553,0.4912280701754386,0.47058823529411764,0.4375,0.45645900577476234,0.042574961988117124,7
10,0.06834006309509277,0.00021994999735912345,0.0016247749328613282,1.649429288010992e-05,0.6694830460928848,4,150,"{'colsample_bytree': 0.6694830460928848, 'max_depth': 4, 'n_estimators': 150}",0.4955752212389381,0.3655913978494623,0.4778761061946903,0.47524752475247517,0.4375,0.45035805000711326,0.04641559374101001,11
11,0.0562469482421875,0.0002966175268286208,0.0016174793243408203,2.8623498382825532e-05,0.805508186902653,5,88,"{'colsample_bytree': 0.805508186902653, 'max_depth': 5, 'n_estimators': 88}",0.46296296296296297,0.38775510204081637,0.4954128440366973,0.44210526315789467,0.42105263157894735,0.4418577607554638,0.036533789409158315,13
12,0.07130351066589355,0.0002032080922074863,0.001621246337890625,1.0191383367456471e-05,0.7328488451012676,4,146,"{'colsample_bytree': 0.7328488451012676, 'max_depth': 4, 'n_estimators': 146}",0.4642857142857143,0.4086021505376344,0.4912280701754386,0.5048543689320388,0.4489795918367347,0.46358997915351213,0.03377639027468758,4
13,0.04336543083190918,0.00010956887860314018,0.0015757083892822266,1.434558864751354e-05,0.7973741902145841,5,67,"{'colsample_bytree': 0.7973741902145841, 'max_depth': 5, 'n_estimators': 67}",0.5185185185185185,0.4646464646464646,0.4821428571428571,0.4375,0.4086021505376344,0.462281998169095,0.0375719685853676,6
14,0.01485581398010254,0.00011747630271526862,0.0014663219451904296,7.4383539968433935e-06,0.29861713506837617,3,53,"{'colsample_bytree': 0.29861713506837617, 'max_depth': 3, 'n_estimators': 53}",0.4,0.3863636363636363,0.4464285714285714,0.37209302325581395,0.38636363636363635,0.39824977348233165,0.025655393031598764,25
15,0.023245954513549806,0.0001318479834347131,0.0015029430389404297,2.6118926727171367e-05,0.6303833949045834,3,65,"{'colsample_bytree': 0.6303833949045834, 'max_depth': 3, 'n_estimators': 65}",0.46296296296296297,0.39999999999999997,0.4403669724770642,0.46315789473684216,0.5,0.45329756603537386,0.03280120154248729,10
