,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.15200452804565429,0.21159890936648648,0.013282394409179688,0.0020561361334485184,4,0.7013689478386902,69,"OrderedDict([('max_depth', 4), ('max_features', 0.7013689478386902), ('n_estimators', 69)])",0.7796612796961595,0.6839863927770132,0.6710906089410762,0.46968335953289914,0.6531034061028558,0.6515050094100008,0.10092009990492927,22
1,0.0926363468170166,0.006078791541247307,0.02551407814025879,0.002473143644351261,4,0.774486858407502,146,"OrderedDict([('max_depth', 4), ('max_features', 0.774486858407502), ('n_estimators', 146)])",0.7705419304297285,0.6826828085898091,0.6772882308093576,0.49160875160875156,0.644779362996204,0.6533802168867702,0.09099569637780011,21
2,0.057766294479370116,0.007185833837217419,0.0163210391998291,0.00445884657893774,5,0.4751811982978412,86,"OrderedDict([('max_depth', 5), ('max_features', 0.4751811982978412), ('n_estimators', 86)])",0.8029908476198045,0.740335110260616,0.702327564274467,0.5215564694716862,0.6282580614857088,0.6790936106224565,0.09699800731335041,11
3,0.061043071746826175,0.0034130640174537623,0.0181549072265625,0.002773564434788076,4,0.6041757679185233,95,"OrderedDict([('max_depth', 4), ('max_features', 0.6041757679185233), ('n_estimators', 95)])",0.7726590377753167,0.7395543649274993,0.6987493609646004,0.502748106196382,0.6505105405770499,0.6728442820881696,0.09435655650754182,14
4,0.04006690979003906,0.0035814918268530656,0.013105249404907227,0.0021745526751379067,3,0.5572416965975622,57,"OrderedDict([('max_depth', 3), ('max_features', 0.5572416965975622), ('n_estimators', 57)])",0.7567529935950988,0.7107788488862657,0.6691534804423928,0.4997420688119642,0.6315339729973877,0.6535922729466218,0.08753404348031275,20
5,0.057913923263549806,0.009419766635348723,0.021774101257324218,0.009999304956247285,4,0.42451145060426243,91,"OrderedDict([('max_depth', 4), ('max_features', 0.42451145060426243), ('n_estimators', 91)])",0.7975665748393022,0.7646537055139206,0.6737317277513099,0.5188902007083825,0.6286324786324786,0.6766949374890788,0.09956687511606364,12
6,0.05888524055480957,0.0034369101264778716,0.01805105209350586,0.0025062060632384153,4,0.4795291253975527,101,"OrderedDict([('max_depth', 4), ('max_features', 0.4795291253975527), ('n_estimators', 101)])",0.7975665748393022,0.7628151549942594,0.6825242390459781,0.4862602138143934,0.6286324786324786,0.6715597322652823,0.11000377957547498,16
7,0.07515902519226074,0.01379491085697432,0.020149612426757814,0.004514710339073002,4,0.556235814981699,119,"OrderedDict([('max_depth', 4), ('max_features', 0.556235814981699), ('n_estimators', 119)])",0.7657777777777778,0.7069638073369416,0.7144399460188934,0.4900275846849829,0.644779362996204,0.66439769576296,0.09527206968721792,18
8,0.055951929092407225,0.0034011055615651284,0.018655014038085938,0.0024971167282416586,5,0.5377683153071824,103,"OrderedDict([('max_depth', 5), ('max_features', 0.5377683153071824), ('n_estimators', 103)])",0.7843036712601931,0.7175876411170529,0.6938680836707153,0.4992967311094721,0.633890928872569,0.6657894112060005,0.09618152006117697,17
9,0.07585062980651855,0.008348347390643121,0.019687795639038087,0.004303355766898259,4,0.6357074755484283,130,"OrderedDict([('max_depth', 4), ('max_features', 0.6357074755484283), ('n_estimators', 130)])",0.7722870272180983,0.7069638073369416,0.7125266378997722,0.4974406728303365,0.6735911664243757,0.6725618623419048,0.09316037365452871,15
10,0.05089688301086426,0.0047364262239353635,0.015359735488891602,0.002688896677572806,3,0.21403501138766787,84,"OrderedDict([('max_depth', 3), ('max_features', 0.21403501138766787), ('n_estimators', 84)])",0.7623708616334821,0.7388278388278389,0.6029262958610785,0.5196696696696698,0.6610508873564966,0.6569691106697132,0.08899303760877009,19
11,0.09690485000610352,0.011984825952530942,0.028687810897827147,0.002123997708219934,5,0.41749003944505236,146,"OrderedDict([('max_depth', 5), ('max_features', 0.41749003944505236), ('n_estimators', 146)])",0.7981624585398169,0.7239327045744487,0.7056459174106234,0.5458400400089096,0.6282580614857088,0.6803678364039014,0.08628511895704814,10
12,0.04700174331665039,0.01603435107869204,0.011942529678344726,0.003361323127638403,5,0.34496580224786866,51,"OrderedDict([('max_depth', 5), ('max_features', 0.34496580224786866), ('n_estimators', 51)])",0.7887935160662433,0.7204930662557781,0.7042324803398013,0.5411876686251147,0.6503446217301638,0.6810102706034202,0.08271170681936987,9
13,0.08145718574523926,0.0052753227915493415,0.022887229919433594,0.0031407635901275948,4,0.3463670344618548,138,"OrderedDict([('max_depth', 4), ('max_features', 0.3463670344618548), ('n_estimators', 138)])",0.7921998350418287,0.7715204878978464,0.7029569892473119,0.49164357138106113,0.6505105405770499,0.6817662848290196,0.10753975976579801,8
14,0.0845412254333496,0.0035904987123749526,0.025332164764404298,0.005357959779143272,5,0.2834555364690644,135,"OrderedDict([('max_depth', 5), ('max_features', 0.2834555364690644), ('n_estimators', 135)])",0.8327683615819209,0.7283409577262652,0.7046223870394702,0.5137700854515014,0.6718421936675906,0.6902687970933498,0.10339533428939131,4
15,0.08668146133422852,0.0038479314792351405,0.02560558319091797,0.0018861418568016756,5,0.22725378906337215,143,"OrderedDict([('max_depth', 5), ('max_features', 0.22725378906337215), ('n_estimators', 143)])",0.8327683615819209,0.7283409577262652,0.6919781302493863,0.5214174914247013,0.6718421936675906,0.6892694269299728,0.10060203432409269,5
