,Num,Max Depth,N_estimators,Colsample By Tree,Learning Rate,Accuracy,Precision,Recall,F1 Score,Micro F1,Energy (J),Runtime (ms),Power (W)
62,62,5,50,0.001,0.8,0.5270935960591133,0.6357272491573762,0.6791286327185523,0.5509482142972627,0.5270935960591133,17.15,545113952.0,3.146131178091732e-11
63,63,5,100,0.1,0.2,0.6748768472906403,0.6734343434343435,0.7533355512583259,0.675110075110075,0.6748768472906403,17.95,564091046.0,3.1821104283225935e-11
64,64,5,100,0.01,0.2,0.438423645320197,0.6538579395722253,0.6201179658855412,0.4734486365516067,0.438423645320197,17.86,556070757.0,3.21182147688446e-11
65,65,5,100,0.001,0.2,0.4236453201970443,0.6571008094186902,0.6119878845847282,0.4609783963981824,0.4236453201970443,17.69,541835203.0,3.2648303214806075e-11
66,66,5,100,0.1,0.5,0.7635467980295566,0.7262619134178768,0.7664039811753617,0.7424491504417329,0.7635467980295565,19.43,576076891.0,3.372813647544838e-11
67,67,5,100,0.01,0.5,0.5369458128078818,0.6456828345373237,0.6916425813874506,0.5598008768724881,0.5369458128078818,18.31,570436384.0,3.2098233060814014e-11
68,68,5,100,0.001,0.5,0.5024630541871922,0.633370329263781,0.6726723916855537,0.5261183261183261,0.5024630541871922,18.4,577895171.0,3.18396846406595e-11
69,69,5,100,0.1,0.8,0.7881773399014779,0.75455452112657,0.7844904663880398,0.7674497019209361,0.7881773399014778,19.84,606714973.0,3.270069288367472e-11
70,70,5,100,0.01,0.8,0.5270935960591133,0.6219623542632392,0.6700559332959058,0.5529329186945385,0.5270935960591133,19.12,577150204.0,3.312829115798078e-11
71,71,5,100,0.001,0.8,0.5221674876847291,0.6344586344586345,0.6764186056182812,0.5466787394978687,0.5221674876847291,18.19,566772454.0,3.209400857720584e-11
72,72,5,150,0.1,0.2,0.7142857142857143,0.6916264090177133,0.7497764747468446,0.7032949786088268,0.7142857142857143,18.92,579551407.0,3.2645939206562916e-11
73,73,5,150,0.01,0.2,0.4532019704433497,0.6464427591188154,0.6282480471863542,0.4834480748550236,0.4532019704433497,19.42,592296726.0,3.278762003489447e-11
74,74,5,150,0.001,0.2,0.4285714285714285,0.6555398563522902,0.6217918061533557,0.4654850478591486,0.4285714285714285,19.15,571458421.0,3.351074950735567e-11
75,75,5,150,0.1,0.5,0.8078817733990148,0.7705716060888474,0.7953305747891238,0.7818309204366131,0.8078817733990148,19.41,565447170.0,3.4326814298142125e-11
76,76,5,150,0.01,0.5,0.5369458128078818,0.6282149223325694,0.6825698819648043,0.5600073129484894,0.5369458128078818,19.45,594328316.0,3.2726019401034224e-11
77,77,5,150,0.001,0.5,0.4975369458128079,0.6323899371069183,0.6699623645852827,0.5216158752657689,0.4975369458128079,19.71,592873979.0,3.3244839035177156e-11
78,78,5,150,0.1,0.8,0.8078817733990148,0.7705716060888474,0.7953305747891238,0.7818309204366131,0.8078817733990148,20.49,619252332.0,3.3088288797917676e-11
79,79,5,150,0.01,0.8,0.541871921182266,0.6267676767676768,0.6781860145967188,0.5652491140296019,0.541871921182266,19.89,600829346.0,3.310424188235306e-11
80,80,5,150,0.001,0.8,0.5270935960591133,0.6357272491573762,0.6791286327185523,0.5509482142972627,0.5270935960591133,19.7,596758834.0,3.301166045243663e-11
