,Tuner,N_iter,Max Depth,Max Features,N Estimators,Accuracy,Precision,Recall,F1,Micro F1,Target,Energy (J),Runtime (ms),Power (W)
34,random,21,5,0.2546057039484994,58,0.6995073891625616,0.6658615136876006,0.742225133248775,0.6866707950203036,0.6995073891625616,f1_macro,250.93,10503239976.0,2.389072329808491e-11
35,bayes,21,5,0.2,150,0.6551724137931034,0.6376059794734493,0.717834889346336,0.6519196062455935,0.6551724137931034,f1_macro,719.34,19172028862.0,3.752028568169803e-11
36,random,22,5,0.2546057039484994,58,0.6995073891625616,0.6658615136876006,0.742225133248775,0.6866707950203036,0.6995073891625616,f1_macro,266.35,10845634954.0,2.4558267093598512e-11
37,bayes,22,5,0.2,150,0.6551724137931034,0.6376059794734493,0.717834889346336,0.6519196062455935,0.6551724137931034,f1_macro,758.87,20167918124.0,3.7627582348072804e-11
38,random,23,5,0.2546057039484994,58,0.6995073891625616,0.6658615136876006,0.742225133248775,0.6866707950203036,0.6995073891625616,f1_macro,274.08,11416365828.0,2.400763992055914e-11
39,bayes,23,5,0.2,150,0.6551724137931034,0.6376059794734493,0.717834889346336,0.6519196062455935,0.6551724137931034,f1_macro,800.95,21374869154.0,3.7471574409619896e-11
40,random,24,5,0.2546057039484994,58,0.6995073891625616,0.6658615136876006,0.742225133248775,0.6866707950203036,0.6995073891625616,f1_macro,288.43,11941378698.0,2.415382740087689e-11
41,bayes,24,5,0.2,150,0.6551724137931034,0.6376059794734493,0.717834889346336,0.6519196062455935,0.6551724137931034,f1_macro,855.26,22713360372.0,3.765448995624292e-11
42,random,25,5,0.2546057039484994,58,0.6995073891625616,0.6658615136876006,0.742225133248775,0.6866707950203036,0.6995073891625616,f1_macro,296.11,12269918289.0,2.413300504743076e-11
43,bayes,25,5,0.2,150,0.6551724137931034,0.6376059794734493,0.717834889346336,0.6519196062455935,0.6551724137931034,f1_macro,891.56,23535245123.0,3.7881908403355276e-11
44,random,26,5,0.2546057039484994,58,0.6995073891625616,0.6658615136876006,0.742225133248775,0.6866707950203036,0.6995073891625616,f1_macro,302.74,12473291373.0,2.4271059734507495e-11
45,bayes,26,5,0.2,150,0.6551724137931034,0.6376059794734493,0.717834889346336,0.6519196062455935,0.6551724137931034,f1_macro,949.05,25356978416.0,3.74275666615372e-11
46,random,27,5,0.2546057039484994,58,0.6995073891625616,0.6658615136876006,0.742225133248775,0.6866707950203036,0.6995073891625616,f1_macro,313.49,12945263579.0,2.421657914393865e-11
47,bayes,27,5,0.2,150,0.6551724137931034,0.6376059794734493,0.717834889346336,0.6519196062455935,0.6551724137931034,f1_macro,1000.2,26220786265.0,3.814530921733212e-11
48,grid,27,5,0.2,100,0.6600985221674877,0.6423646290667567,0.7205449164466069,0.6568562339462201,0.6600985221674877,f1_macro,315.15,13330927090.0,2.3640516362617055e-11
