,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
11,0.08908944129943848,0.006726658488930266,0.01949782371520996,0.0021204835429489925,4,0.2,150,"{'max_depth': 4, 'max_features': 0.2, 'n_estimators': 150}",-0.4232037241048318,-0.4370611073666845,-0.5117185257625967,-0.3712412707357591,-0.5540286484102669,-0.45945065527602785,0.06522722509257636,22,-0.5530979718868253,-0.5573539089982621,-0.5644823007390946,-0.5057739954877022,-0.6069692609419775,-0.5575354876107722,0.032220902351735116,22
12,0.03621044158935547,0.0029326612698970804,0.010090494155883789,0.0009569836608941566,4,0.5,50,"{'max_depth': 4, 'max_features': 0.5, 'n_estimators': 50}",-0.41911231322553505,-0.4191600230766072,-0.4683249798199383,-0.36216581867531933,-0.5064419069764383,-0.43504100835476767,0.04903597327109384,12,-0.5363726075484053,-0.5434047539292254,-0.536878607494368,-0.4873577372267098,-0.5703279517252667,-0.5348683315847951,0.02680975866588457,12
13,0.056309080123901366,0.003577154302215743,0.01343541145324707,0.0011625100236742534,4,0.5,100,"{'max_depth': 4, 'max_features': 0.5, 'n_estimators': 100}",-0.41554291553560935,-0.4164671048610999,-0.4675515067411071,-0.35941445279388784,-0.4997560438248893,-0.43174640475131865,0.04823948108611333,11,-0.5330887237083083,-0.5424244567526479,-0.536958058634598,-0.4825742633376043,-0.5652368817876006,-0.5320564768441518,0.027136745459759054,11
14,0.08972358703613281,0.008976630573998286,0.01838998794555664,0.0033354462867003836,4,0.5,150,"{'max_depth': 4, 'max_features': 0.5, 'n_estimators': 150}",-0.4113587118894669,-0.4165638312529501,-0.46318282246092296,-0.3596510157371841,-0.506631959575233,-0.4314776681831514,0.04987914846575633,10,-0.5311986861006138,-0.542293400515165,-0.534495163036696,-0.48163753796530884,-0.5696262417805567,-0.531850205879668,0.028512528818197894,10
15,0.038218355178833006,0.0032551207092128337,0.008722972869873048,0.0006193763819881958,4,0.8,50,"{'max_depth': 4, 'max_features': 0.8, 'n_estimators': 50}",-0.4048212371671387,-0.4148470869355878,-0.46303523087092097,-0.35242672601517505,-0.5050607705073434,-0.42803821029923317,0.0521294472684236,9,-0.5158512976960791,-0.5396794787531114,-0.5383933188355777,-0.4715998411151489,-0.5672211739406852,-0.5265490220681205,0.0319398622124754,9
16,0.06377687454223632,0.020039510773732068,0.011807775497436524,0.0019876927489819052,4,0.8,100,"{'max_depth': 4, 'max_features': 0.8, 'n_estimators': 100}",-0.40322670988955095,-0.4175681375052562,-0.4607532916285593,-0.3545996066149119,-0.49603633446592793,-0.42643681602084127,0.0485791325702569,7,-0.516019591800822,-0.5381266200925716,-0.5348415823770555,-0.4726672286749746,-0.5586418735683069,-0.5240593793027462,0.029037504732417237,7
17,0.08633484840393066,0.0023495363249365015,0.019332408905029297,0.00161457270894194,4,0.8,150,"{'max_depth': 4, 'max_features': 0.8, 'n_estimators': 150}",-0.40453740855709314,-0.4176599509210647,-0.459799870069747,-0.3583854106689617,-0.49738820019760704,-0.42755416808289465,0.047599498090894,8,-0.5177663507353,-0.5390661786407972,-0.5334700553040334,-0.4728056358301809,-0.5595071468490563,-0.5245230734718735,0.02910595279416489,8
18,0.03952188491821289,0.0020882602793476364,0.01188969612121582,0.0013205241351503753,5,0.2,50,"{'max_depth': 5, 'max_features': 0.2, 'n_estimators': 50}",-0.411010688436204,-0.4239859459051006,-0.4980700970154818,-0.35534185548478053,-0.5340556374361483,-0.444492844855543,0.06384591196417314,15,-0.5373414306108941,-0.5443790429916804,-0.5595941518986415,-0.48458564687204736,-0.5950196707028942,-0.5441839886152315,0.0358345104348563,15
19,0.05783367156982422,0.004679549180707792,0.013974952697753906,0.0017177288314786919,5,0.2,100,"{'max_depth': 5, 'max_features': 0.2, 'n_estimators': 100}",-0.41500434781355855,-0.4188381481187142,-0.49037778794290404,-0.3617521073789038,-0.5246414687341265,-0.44212277199764144,0.05809459225372721,14,-0.5397863870774745,-0.5423830190003099,-0.5553185987823465,-0.48980901924725684,-0.5876006320810946,-0.5429795312376965,0.031562479529184444,14
20,0.0853686809539795,0.0035225058591817496,0.02105231285095215,0.0014130351769386354,5,0.2,150,"{'max_depth': 5, 'max_features': 0.2, 'n_estimators': 150}",-0.41327519193691264,-0.4201998818800294,-0.4894491022689856,-0.3593538226132979,-0.5223203133413952,-0.44091966240812414,0.05801324810725661,13,-0.5369885071490494,-0.5429213466088063,-0.5537747305609316,-0.4874318458599338,-0.5847965548201557,-0.5411825969997753,0.03152933882071096,13
21,0.039050722122192384,0.002994668133880606,0.009047317504882812,0.0009692724217613513,5,0.5,50,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 50}",-0.40800980900931316,-0.3976194139018941,-0.45088926681674746,-0.3528767567525148,-0.4917845791323091,-0.42023596512255573,0.04744908704312992,1,-0.5166949151248709,-0.5261044467384195,-0.5264401618144194,-0.4674519961907953,-0.5546112040439495,-0.5182605447824911,0.028403391232898274,5
22,0.057429265975952146,0.009250052346601903,0.011414813995361327,0.00148154124898272,5,0.5,100,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 100}",-0.40738495322554863,-0.4051361881771867,-0.44979528321668827,-0.3502582659038265,-0.49390620986932143,-0.4212961800785143,0.048136198701181486,2,-0.5173805620352442,-0.5319817331373926,-0.5219155754630539,-0.46254744449277796,-0.5540021018807285,-0.5175654834018395,0.030270109100780675,4
23,0.08736400604248047,0.003930111032016619,0.01884903907775879,0.0012866114855754535,5,0.5,150,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 150}",-0.4086290403140393,-0.4082454216739628,-0.448193856925509,-0.34911136719455366,-0.4942266419406191,-0.42168126560973673,0.04813111627355555,3,-0.5182716204583436,-0.5339478300739692,-0.5228352707807842,-0.4646458023860009,-0.5529935116782196,-0.5185388070754635,0.029487460394376476,6
24,0.03653860092163086,0.0014980564125700567,0.009175395965576172,0.0011789520740606535,5,0.8,50,"{'max_depth': 5, 'max_features': 0.8, 'n_estimators': 50}",-0.41416923390692545,-0.403864461447015,-0.45447091487676866,-0.3483263172761239,-0.49739988972713867,-0.42364616344679434,0.05008789194134812,6,-0.5081276570200491,-0.5261715406482389,-0.5220491039803573,-0.4723687187049146,-0.5556487083027051,-0.516873145731253,0.027106908869518005,3
25,0.058192873001098634,0.00813762406276642,0.011549711227416992,0.0018869332460714158,5,0.8,100,"{'max_depth': 5, 'max_features': 0.8, 'n_estimators': 100}",-0.409484415375188,-0.4099193182733523,-0.4514073851284275,-0.34941667924028197,-0.492321531304461,-0.42250986586434214,0.04770646377816604,5,-0.5084269456234641,-0.531307383223013,-0.5204296324887273,-0.4684848514804152,-0.5534298070346102,-0.516415723970046,0.02817482720124949,2
26,0.0836665153503418,0.002201498694714563,0.01846652030944824,0.0017724320768869168,5,0.8,150,"{'max_depth': 5, 'max_features': 0.8, 'n_estimators': 150}",-0.4045152317536049,-0.40842393323562703,-0.4551199314795477,-0.3510159118051899,-0.49106731508177337,-0.4220284646711486,0.04774094114886471,4,-0.507557174608683,-0.5308713200317192,-0.5231478090002399,-0.4677240921860449,-0.5500547100378551,-0.5158710211729084,0.027690186012060965,1
