,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_f1_micro,split1_test_f1_micro,split2_test_f1_micro,split3_test_f1_micro,split4_test_f1_micro,mean_test_f1_micro,std_test_f1_micro,rank_test_f1_micro
10,0.07794032096862794,0.005337917239882391,0.02626490592956543,0.002473708991111938,4,0.2,100,"{'max_depth': 4, 'max_features': 0.2, 'n_estimators': 100}",0.8084714548802947,0.8158379373848987,0.7656826568265682,0.8505535055350554,0.8468634686346863,0.8174818046523006,0.03073779431166466,12,0.34108527131782945,0.362962962962963,0.2903225806451613,0.4214876033057851,0.4132231404958678,0.3658163117455213,0.048302731830647205,8,0.6984126984126984,0.7777777777777778,0.7258064516129032,0.8225806451612904,0.8064516129032258,0.766205837173579,0.047243563087073795,17,0.45833333333333337,0.494949494949495,0.4147465437788019,0.5573770491803278,0.546448087431694,0.4943709017347304,0.053518010748419595,7,0.8084714548802947,0.8158379373848987,0.7656826568265682,0.8505535055350554,0.8468634686346863,0.8174818046523006,0.03073779431166466,12
11,0.12563695907592773,0.012343469643131978,0.03958072662353516,0.00555873155256364,4,0.2,150,"{'max_depth': 4, 'max_features': 0.2, 'n_estimators': 150}",0.8103130755064457,0.8121546961325967,0.7749077490774908,0.8468634686346863,0.8431734317343174,0.8174824842171073,0.026136797236924494,11,0.34375,0.35555555555555557,0.3051948051948052,0.41732283464566927,0.408,0.365964639079206,0.04171198326415057,7,0.6984126984126984,0.7619047619047619,0.7580645161290323,0.8548387096774194,0.8225806451612904,0.7791602662570405,0.054544493616517545,15,0.4607329842931937,0.48484848484848486,0.4351851851851851,0.5608465608465608,0.5454545454545454,0.497413552125594,0.048388838092441065,4,0.8103130755064457,0.8121546961325967,0.7749077490774909,0.8468634686346863,0.8431734317343174,0.8174824842171073,0.026136797236924456,11
12,0.05411972999572754,0.0010430020885376084,0.021217823028564453,0.009013008977725365,4,0.5,50,"{'max_depth': 4, 'max_features': 0.5, 'n_estimators': 50}",0.7937384898710865,0.8084714548802947,0.7656826568265682,0.8284132841328413,0.8173431734317343,0.8027298118285049,0.021723227735159424,14,0.3310344827586207,0.3458646616541353,0.2981366459627329,0.3851851851851852,0.36879432624113473,0.3458030603603618,0.030231611942279524,15,0.7619047619047619,0.7301587301587301,0.7741935483870968,0.8387096774193549,0.8387096774193549,0.7887352790578598,0.04326067878737602,12,0.4615384615384615,0.4693877551020407,0.430493273542601,0.5279187817258882,0.5123152709359606,0.48033070856899035,0.03533922366334242,14,0.7937384898710866,0.8084714548802947,0.7656826568265682,0.8284132841328413,0.8173431734317345,0.8027298118285049,0.02172322773515943,14
13,0.07925024032592773,0.010653172244890005,0.020367527008056642,0.001750917051372373,4,0.5,100,"{'max_depth': 4, 'max_features': 0.5, 'n_estimators': 100}",0.7955801104972375,0.8029465930018416,0.7490774907749077,0.8302583025830258,0.8136531365313653,0.7983031266776756,0.027235623349961012,18,0.33783783783783783,0.3382352941176471,0.28488372093023256,0.3897058823529412,0.36363636363636365,0.34285981977500446,0.034739179412503374,17,0.7936507936507936,0.7301587301587301,0.7903225806451613,0.8548387096774194,0.8387096774193549,0.8015360983102917,0.0436020482422,4,0.4739336492890995,0.4623115577889447,0.4188034188034188,0.5353535353535354,0.5073170731707317,0.47954384688114604,0.0397590219531674,17,0.7955801104972374,0.8029465930018416,0.7490774907749077,0.8302583025830258,0.8136531365313654,0.7983031266776756,0.027235623349961022,18
14,0.11606817245483399,0.003068227939440126,0.033928966522216795,0.0019270396812516863,4,0.5,150,"{'max_depth': 4, 'max_features': 0.5, 'n_estimators': 150}",0.7937384898710865,0.8066298342541437,0.7601476014760148,0.8284132841328413,0.8025830258302583,0.7983024471128688,0.022230398953130646,19,0.33557046979865773,0.34558823529411764,0.2926829268292683,0.38686131386861317,0.3469387755102041,0.3415283442601722,0.030073924543155595,18,0.7936507936507936,0.746031746031746,0.7741935483870968,0.8548387096774194,0.8225806451612904,0.7982590885816693,0.037738239372413496,8,0.4716981132075471,0.4723618090452261,0.42477876106194684,0.5326633165829147,0.48803827751196177,0.4779080554819193,0.03462024313827913,18,0.7937384898710866,0.8066298342541437,0.7601476014760148,0.8284132841328413,0.8025830258302583,0.7983024471128688,0.022230398953130642,19
15,0.05855207443237305,0.012291958102217638,0.015622997283935547,0.0008778152165686053,4,0.8,50,"{'max_depth': 4, 'max_features': 0.8, 'n_estimators': 50}",0.8011049723756906,0.8011049723756906,0.7730627306273062,0.8357933579335793,0.7859778597785978,0.7994087786181729,0.020995692815896732,17,0.3404255319148936,0.3357664233576642,0.2980132450331126,0.3953488372093023,0.33125,0.3401608075029946,0.031371703257564186,19,0.7619047619047619,0.7301587301587301,0.7258064516129032,0.8225806451612904,0.8548387096774194,0.779057859703021,0.05129919331672782,16,0.4705882352941176,0.45999999999999996,0.4225352112676057,0.5340314136125655,0.4774774774774775,0.4729264675303533,0.035962107078953615,20,0.8011049723756906,0.8011049723756906,0.7730627306273062,0.8357933579335792,0.7859778597785979,0.7994087786181729,0.02099569281589668,17
16,0.07440133094787597,0.003001226117403034,0.021863126754760744,0.001316620450961602,4,0.8,100,"{'max_depth': 4, 'max_features': 0.8, 'n_estimators': 100}",0.7974217311233885,0.8011049723756906,0.7601476014760148,0.8339483394833949,0.7970479704797048,0.7979341229876387,0.02339208026355582,20,0.3356643356643357,0.3308270676691729,0.2926829268292683,0.3923076923076923,0.34415584415584416,0.33912757332526267,0.03191051914310319,20,0.7619047619047619,0.6984126984126984,0.7741935483870968,0.8225806451612904,0.8548387096774194,0.7823860727086533,0.05367144007017426,13,0.46601941747572817,0.44897959183673464,0.42477876106194684,0.53125,0.4907407407407407,0.4723537022230301,0.03648754391124852,21,0.7974217311233885,0.8011049723756906,0.7601476014760148,0.8339483394833949,0.7970479704797048,0.7979341229876387,0.02339208026355582,20
17,0.11746644973754883,0.014820042545470523,0.03129401206970215,0.0011177479562059509,4,0.8,150,"{'max_depth': 4, 'max_features': 0.8, 'n_estimators': 150}",0.7992633517495396,0.8066298342541437,0.7583025830258303,0.8302583025830258,0.7859778597785978,0.7960863862782274,0.023743526970433335,21,0.3357142857142857,0.34558823529411764,0.2909090909090909,0.3880597014925373,0.33125,0.33830426268200636,0.031085150340015126,21,0.746031746031746,0.746031746031746,0.7741935483870968,0.8387096774193549,0.8548387096774194,0.7919610855094728,0.04620329055744359,10,0.4630541871921182,0.4723618090452261,0.42290748898678415,0.5306122448979592,0.4774774774774775,0.47328264151991306,0.03448885407001277,19,0.7992633517495397,0.8066298342541437,0.7583025830258303,0.8302583025830258,0.7859778597785979,0.7960863862782275,0.02374352697043333,21
18,0.053268718719482425,0.0016738696255300368,0.017747116088867188,0.0022171675810791045,5,0.2,50,"{'max_depth': 5, 'max_features': 0.2, 'n_estimators': 50}",0.8250460405156538,0.8287292817679558,0.8081180811808119,0.8597785977859779,0.8321033210332104,0.830755064456722,0.016693190494366864,2,0.373015873015873,0.3706896551724138,0.34558823529411764,0.4351851851851852,0.38016528925619836,0.3809288475847576,0.029532180061738852,3,0.746031746031746,0.6825396825396826,0.7580645161290323,0.7580645161290323,0.7419354838709677,0.7373271889400922,0.028138052639758236,24,0.4973544973544973,0.48044692737430167,0.47474747474747475,0.5529411764705883,0.5027322404371585,0.5016444632768041,0.02765401732672939,3,0.8250460405156537,0.8287292817679558,0.8081180811808119,0.8597785977859779,0.8321033210332104,0.830755064456722,0.016693190494366874,2
19,0.0832590103149414,0.0140379001435717,0.02234330177307129,0.004159379626908141,5,0.2,100,"{'max_depth': 5, 'max_features': 0.2, 'n_estimators': 100}",0.8287292817679558,0.8287292817679558,0.7878228782287823,0.8597785977859779,0.8450184501845018,0.8300156979470348,0.024060160225860223,3,0.375,0.375,0.31724137931034485,0.43859649122807015,0.4017857142857143,0.3815247169648258,0.039711929675939825,2,0.7142857142857143,0.7142857142857143,0.7419354838709677,0.8064516129032258,0.7258064516129032,0.7405529953917049,0.034473003150718946,23,0.4918032786885245,0.4918032786885245,0.4444444444444445,0.5681818181818181,0.517241379310345,0.5026948398627313,0.0403249474030042,2,0.8287292817679558,0.8287292817679558,0.7878228782287823,0.8597785977859779,0.8450184501845017,0.8300156979470348,0.02406016022586021,3
20,0.12250742912292481,0.008962813546970162,0.03825674057006836,0.003038331214660119,5,0.2,150,"{'max_depth': 5, 'max_features': 0.2, 'n_estimators': 150}",0.8305709023941068,0.8268876611418048,0.7915129151291513,0.8579335793357934,0.8487084870848709,0.8311227090171454,0.022870322474314538,1,0.37606837606837606,0.371900826446281,0.32413793103448274,0.43478260869565216,0.41228070175438597,0.38383408879983555,0.037871629921968304,1,0.6984126984126984,0.7142857142857143,0.7580645161290323,0.8064516129032258,0.7580645161290323,0.7470558115719406,0.03797440217253653,21,0.48888888888888893,0.48913043478260865,0.4541062801932367,0.5649717514124294,0.5340909090909091,0.5062376528736146,0.03882477238368531,1,0.8305709023941068,0.8268876611418048,0.7915129151291513,0.8579335793357934,0.8487084870848709,0.8311227090171454,0.022870322474314538,1
21,0.051031494140625,0.0021665435376750776,0.01566929817199707,0.002387902445197297,5,0.5,50,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 50}",0.8084714548802947,0.8195211786372008,0.7712177121771218,0.8523985239852399,0.8431734317343174,0.8189564602828348,0.028614945908631076,9,0.3458646616541353,0.3504273504273504,0.2987012987012987,0.423728813559322,0.408,0.3653444248684213,0.0453244337696745,9,0.7301587301587301,0.6507936507936508,0.7419354838709677,0.8064516129032258,0.8225806451612904,0.750384024577573,0.06124477024070789,19,0.4693877551020407,0.45555555555555555,0.4259259259259259,0.5555555555555555,0.5454545454545454,0.49037586751872464,0.051164054677242714,8,0.8084714548802947,0.8195211786372008,0.7712177121771218,0.8523985239852399,0.8431734317343174,0.8189564602828348,0.028614945908631076,9
22,0.0717078685760498,0.0018336433971210156,0.022425222396850585,0.0008549290443982708,5,0.5,100,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 100}",0.8121546961325967,0.8176795580110497,0.7693726937269373,0.8616236162361623,0.8321033210332104,0.8185867770279913,0.029996957169111927,10,0.344,0.35,0.29411764705882354,0.4434782608695652,0.3875968992248062,0.363838561430639,0.049705171852460366,10,0.6825396825396826,0.6666666666666666,0.7258064516129032,0.8225806451612904,0.8064516129032258,0.7408090117767537,0.0634240175149061,22,0.45744680851063824,0.4590163934426229,0.4186046511627907,0.576271186440678,0.5235602094240838,0.4869798497961627,0.055929220837115344,10,0.8121546961325967,0.8176795580110497,0.7693726937269372,0.8616236162361623,0.8321033210332104,0.8185867770279913,0.02999695716911196,10
23,0.11690630912780761,0.013238253732077761,0.03203730583190918,0.006920016295488555,5,0.5,150,"{'max_depth': 5, 'max_features': 0.5, 'n_estimators': 150}",0.8213627992633518,0.8213627992633518,0.7712177121771218,0.8560885608856088,0.8339483394833949,0.8207960422145657,0.027846716266015963,7,0.36507936507936506,0.3629032258064516,0.2987012987012987,0.4322033898305085,0.3888888888888889,0.3695552336613025,0.04332007479965986,5,0.7301587301587301,0.7142857142857143,0.7419354838709677,0.8225806451612904,0.7903225806451613,0.7598566308243727,0.04035422485754358,18,0.4867724867724868,0.4812834224598931,0.4259259259259259,0.5666666666666667,0.5212765957446809,0.49638501951393066,0.046570470004679995,5,0.8213627992633517,0.8213627992633517,0.7712177121771218,0.8560885608856088,0.8339483394833949,0.8207960422145657,0.027846716266015963,7
24,0.05226898193359375,0.0016835917657048022,0.016348743438720705,0.0018490904522859711,5,0.8,50,"{'max_depth': 5, 'max_features': 0.8, 'n_estimators': 50}",0.8268876611418048,0.8268876611418048,0.7896678966789668,0.8450184501845018,0.8191881918819188,0.8215299722057994,0.01805432940426689,6,0.36283185840707965,0.36283185840707965,0.3142857142857143,0.4067796610169492,0.3656716417910448,0.36248014678157353,0.029310692000083162,12,0.6507936507936508,0.6507936507936508,0.7096774193548387,0.7741935483870968,0.7903225806451613,0.7151561699948796,0.05907704427593757,27,0.4659090909090909,0.4659090909090909,0.43564356435643564,0.5333333333333334,0.5,0.48015901590159016,0.03349304057614913,15,0.8268876611418048,0.8268876611418048,0.7896678966789668,0.8450184501845017,0.8191881918819188,0.8215299722057994,0.018054329404266864,6
25,0.07970643043518066,0.01397532256347931,0.02112298011779785,0.0031837167139729654,5,0.8,100,"{'max_depth': 5, 'max_features': 0.8, 'n_estimators': 100}",0.8176795580110497,0.8268876611418048,0.7878228782287823,0.8542435424354243,0.8284132841328413,0.8230093847899805,0.021383699665230904,5,0.3524590163934426,0.36036036036036034,0.3120567375886525,0.4260869565217391,0.38345864661654133,0.3668843434961472,0.03751366604454514,6,0.6825396825396826,0.6349206349206349,0.7096774193548387,0.7903225806451613,0.8225806451612904,0.7280081925243216,0.06913136450335736,26,0.46486486486486484,0.4597701149425287,0.43349753694581283,0.5536723163841808,0.523076923076923,0.48697635124286204,0.044363687301599286,11,0.8176795580110497,0.8268876611418048,0.7878228782287823,0.8542435424354243,0.8284132841328413,0.8230093847899805,0.021383699665230904,5
26,0.12262406349182128,0.013390025341243287,0.03217215538024902,0.003132500375980433,5,0.8,150,"{'max_depth': 5, 'max_features': 0.8, 'n_estimators': 150}",0.8232044198895028,0.8250460405156538,0.7822878228782287,0.8431734317343174,0.8284132841328413,0.8204249998301089,0.020321551608795688,8,0.358974358974359,0.36666666666666664,0.3055555555555556,0.4017094017094017,0.38345864661654133,0.3632729259045048,0.03239171494989492,11,0.6666666666666666,0.6984126984126984,0.7096774193548387,0.7580645161290323,0.8225806451612904,0.7310803891449053,0.05435960400384217,25,0.4666666666666667,0.4808743169398906,0.4271844660194175,0.5251396648044692,0.523076923076923,0.48458840750147336,0.03675858011670285,12,0.8232044198895029,0.8250460405156537,0.7822878228782287,0.8431734317343174,0.8284132841328413,0.8204249998301089,0.020321551608795684,8
