,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.027921342849731447,0.012059246820200428,0.0014779090881347657,8.910993189567036e-05,0.5318811050833346,3,66,"OrderedDict([('colsample_bytree', 0.5318811050833346), ('max_depth', 3), ('n_estimators', 66)])",0.4339622641509434,0.3191489361702127,0.41509433962264153,0.5,0.425531914893617,0.418747490967483,0.05798742206300616,27
1,0.055451393127441406,0.0007732582695668034,0.001627063751220703,4.646571978307536e-05,0.28035854418846373,5,144,"OrderedDict([('colsample_bytree', 0.28035854418846373), ('max_depth', 5), ('n_estimators', 144)])",0.5504587155963303,0.3595505617977528,0.46846846846846857,0.43564356435643564,0.4301075268817204,0.4488457674201415,0.061982731796597315,15
2,0.04486823081970215,0.00019913064562709278,0.0015477180480957032,8.327056866814832e-06,0.5615154526090387,5,88,"OrderedDict([('colsample_bytree', 0.5615154526090387), ('max_depth', 5), ('n_estimators', 88)])",0.48598130841121495,0.4166666666666667,0.45454545454545453,0.4130434782608696,0.3913043478260869,0.4323082511420585,0.033682045715877504,25
3,0.065498685836792,0.010248822956290852,0.0016728878021240235,0.00016442293883212777,0.686245943300492,4,138,"OrderedDict([('colsample_bytree', 0.686245943300492), ('max_depth', 4), ('n_estimators', 138)])",0.4955752212389381,0.3829787234042553,0.4821428571428571,0.47524752475247517,0.42424242424242425,0.45203735015618995,0.042147957980303276,13
4,0.025671100616455077,7.294558156515123e-05,0.0014831066131591798,1.003694080095516e-05,0.2441260065161847,3,102,"OrderedDict([('colsample_bytree', 0.2441260065161847), ('max_depth', 3), ('n_estimators', 102)])",0.47058823529411764,0.39583333333333337,0.5043478260869565,0.44210526315789467,0.4086021505376344,0.44429536168198736,0.03981201760498928,18
5,0.03810701370239258,0.00023472895040992057,0.0015720367431640626,1.2008914496598948e-05,0.2022325322159645,4,127,"OrderedDict([('colsample_bytree', 0.2022325322159645), ('max_depth', 4), ('n_estimators', 127)])",0.5090909090909091,0.29885057471264365,0.4727272727272728,0.4680851063829787,0.44680851063829785,0.43911247471042036,0.07293693011099575,20
6,0.06178150177001953,0.0007434584742484334,0.0016256332397460937,4.850012914398678e-05,0.49381221055328156,5,126,"OrderedDict([('colsample_bytree', 0.49381221055328156), ('max_depth', 5), ('n_estimators', 126)])",0.4909090909090909,0.39175257731958757,0.42857142857142855,0.45098039215686275,0.39999999999999997,0.432442697791394,0.03601434854595569,24
7,0.03477764129638672,0.0001968833429338563,0.001554727554321289,4.655869853822314e-05,0.40884167257127857,4,91,"OrderedDict([('colsample_bytree', 0.40884167257127857), ('max_depth', 4), ('n_estimators', 91)])",0.5225225225225225,0.3440860215053763,0.40740740740740744,0.47916666666666674,0.42105263157894735,0.43484704993618406,0.06137100481842231,22
8,0.022850561141967773,0.000105499334924283,0.0014850616455078125,1.2072929259551282e-05,0.28396106083631273,3,88,"OrderedDict([('colsample_bytree', 0.28396106083631273), ('max_depth', 3), ('n_estimators', 88)])",0.4313725490196078,0.39175257731958757,0.46428571428571425,0.4897959183673469,0.42696629213483145,0.44083461022541764,0.03357996658637101,19
9,0.03744497299194336,0.02398677976121436,0.0014901161193847656,4.0688210433364074e-05,0.3870261135372618,3,85,"OrderedDict([('colsample_bytree', 0.3870261135372618), ('max_depth', 3), ('n_estimators', 85)])",0.47787610619469023,0.3789473684210526,0.46846846846846857,0.505263157894737,0.4536082474226804,0.45683266968032576,0.04242698969665841,8
10,0.06606354713439941,0.023716599581980392,0.0015796661376953126,3.5992393931090456e-05,0.7569220793622546,4,112,"OrderedDict([('colsample_bytree', 0.7569220793622546), ('max_depth', 4), ('n_estimators', 112)])",0.4909090909090909,0.3956043956043956,0.4786324786324786,0.4285714285714285,0.44210526315789467,0.44716453137505763,0.03444870232932158,16
11,0.030493974685668945,0.018677045256000578,0.0015062332153320313,2.8733385772562584e-05,0.24817242247493643,3,82,"OrderedDict([('colsample_bytree', 0.24817242247493643), ('max_depth', 3), ('n_estimators', 82)])",0.47619047619047616,0.39999999999999997,0.5225225225225224,0.4042553191489362,0.4301075268817204,0.4466151689487311,0.04664002191854686,17
12,0.07387518882751465,0.020256450619442676,0.0016350746154785156,3.878155039389667e-05,0.7999922332962743,4,131,"OrderedDict([('colsample_bytree', 0.7999922332962743), ('max_depth', 4), ('n_estimators', 131)])",0.5043478260869565,0.39583333333333337,0.4444444444444444,0.47524752475247517,0.4583333333333333,0.45564129239010864,0.035962033388295817,11
13,0.03571486473083496,0.02082960031869833,0.0015111446380615234,4.50684021798971e-05,0.8,3,63,"OrderedDict([('colsample_bytree', 0.8), ('max_depth', 3), ('n_estimators', 63)])",0.4485981308411215,0.3956043956043956,0.4954128440366973,0.44680851063829785,0.4742268041237113,0.45213013704884475,0.03345925773642725,12
14,0.058497142791748044,0.02143117533981811,0.0015621662139892578,3.5633297780652556e-05,0.8,5,77,"OrderedDict([('colsample_bytree', 0.8), ('max_depth', 5), ('n_estimators', 77)])",0.5137614678899082,0.44,0.4793388429752066,0.4536082474226804,0.4042553191489362,0.45819277548734627,0.03686808896403033,7
15,0.033233642578125,0.017353230082388326,0.0014841556549072266,3.6268160276014024e-05,0.36583634605917575,3,83,"OrderedDict([('colsample_bytree', 0.36583634605917575), ('max_depth', 3), ('n_estimators', 83)])",0.5233644859813084,0.46315789473684205,0.42857142857142855,0.49462365591397855,0.48936170212765956,0.47981583346624346,0.0319698492513141,1
